1, repurposed_structures:bastion_underground, HEADING, header:ignore, 0, 0, 0
62, explorify:end_shipwreck, HEADING, header:ignore, 0, 0, 0
63, repurposed_structures:monument_desert, HEADING, header:ignore, 0, 0, 0
64, repurposed_structures:monument_desert, MONSTER, minecraft:husk, 20, 1, 4
65, repurposed_structures:monument_desert, MONSTER, minecraft:creeper, 15, 1, 2
66, repurposed_structures:monument_desert, MONSTER, minecraft:skeleton, 10, 1, 3
67, repurposed_structures:pyramid_dark_forest, HEADING, header:ignore, 0, 0, 0
68, repurposed_structures:village_oak, HEADING, header:ignore, 0, 0, 0
69, terralith:rubble_forest, HEADING, header:ignore, 0, 0, 0
70, repurposed_structures:temple_nether_soul, HEADING, header:ignore, 0, 0, 0
71, mvs:well/wells/spruce_well, HEADING, header:ignore, 0, 0, 0
72, mvs:sunzi_gate, HEADING, header:ignore, 0, 0, 0
73, mvs:well/wells/snowy_well, HEADING, header:ignore, 0, 0, 0
74, mvs:lantern/medium_oak_lantern, HEADING, header:ignore, 0, 0, 0
75, mvs:crystal, HEADING, header:ignore, 0, 0, 0
76, mvs:other_decoration/end_scraps/end_scraps_2, HEADING, header:ignore, 0, 0, 0
77, mvs:other_decoration/desert_pump, HEADING, header:ignore, 0, 0, 0
78, mvs:other_decoration/lamp_chest, HEADING, header:ignore, 0, 0, 0
79, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
80, explorify:watchtower_plains, HEADING, header:ignore, 0, 0, 0
81, mvs:other_decoration/haystack, HEADING, header:ignore, 0, 0, 0
82, repurposed_structures:mineshaft_jungle, HEADING, header:ignore, 0, 0, 0
83, mvs:other_decoration/lecturn_garden, HEADING, header:ignore, 0, 0, 0
84, mvs:other_decoration/fire_camp, HEADING, header:ignore, 0, 0, 0
85, mvs:ruins/log_ruin, HEADING, header:ignore, 0, 0, 0
86, explorify:guide_post_cold, HEADING, header:ignore, 0, 0, 0
87, repurposed_structures:village_mountains, HEADING, header:ignore, 0, 0, 0
88, mvs:railway, HEADING, header:ignore, 0, 0, 0
89, mvs:nature/acacia_tree, HEADING, header:ignore, 0, 0, 0
90, mvs:well/small_well, HEADING, header:ignore, 0, 0, 0
91, repurposed_structures:village_crimson, HEADING, header:ignore, 0, 0, 0
92, repurposed_structures:monument_jungle, HEADING, header:ignore, 0, 0, 0
93, repurposed_structures:monument_jungle, MONSTER, minecraft:husk, 20, 1, 4
94, repurposed_structures:monument_jungle, MONSTER, minecraft:creeper, 15, 1, 2
95, repurposed_structures:monument_jungle, MONSTER, minecraft:skeleton, 10, 1, 3
96, mvs:well/wells/oak_well, HEADING, header:ignore, 0, 0, 0
97, mvs:nature/stone_rock, HEADING, header:ignore, 0, 0, 0
98, mvs:nature/mushroom_pond, HEADING, header:ignore, 0, 0, 0
99, repurposed_structures:witch_hut_mangrove, HEADING, header:ignore, 0, 0, 0
100, repurposed_structures:witch_hut_mangrove, MONSTER, minecraft:witch, 5, 1, 1
101, repurposed_structures:witch_hut_mangrove, CREATURE, minecraft:cat, 5, 1, 1
102, mvs:stall/red_stall, HEADING, header:ignore, 0, 0, 0
103, mvs:log_pile/oak_log_pile, HEADING, header:ignore, 0, 0, 0
104, mvs:dead_tree/birch, HEADING, header:ignore, 0, 0, 0
105, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
106, mvs:nature/paths, HEADING, header:ignore, 0, 0, 0
107, repurposed_structures:outpost_snowy, HEADING, header:ignore, 0, 0, 0
108, repurposed_structures:outpost_snowy, MONSTER, minecraft:pillager, 10, 1, 1
109, mvs:well/wells/dark_oak_well, HEADING, header:ignore, 0, 0, 0
110, mvs:houses/tall_house, HEADING, header:ignore, 0, 0, 0
111, mvs:nature/jungle_tree, HEADING, header:ignore, 0, 0, 0
112, mvs:well/wells/acacia_well, HEADING, header:ignore, 0, 0, 0
113, repurposed_structures:ancient_city_end, HEADING, header:ignore, 0, 0, 0
114, repurposed_structures:ancient_city_end, MONSTER, minecraft:phantom, 30, 1, 1
115, repurposed_structures:ancient_city_end, MONSTER, minecraft:endermite, 20, 3, 7
116, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
117, terralith:underground/witch_hut, HEADING, header:ignore, 0, 0, 0
118, mvs:well/wells/jungle_well, HEADING, header:ignore, 0, 0, 0
119, mvs:other_decoration/pile, HEADING, header:ignore, 0, 0, 0
120, mvs:other_decoration/duck, HEADING, header:ignore, 0, 0, 0
121, repurposed_structures:mansion_mangrove, HEADING, header:ignore, 0, 0, 0
122, mvs:well/wells/desert_well, HEADING, header:ignore, 0, 0, 0
123, mes:mythic_garden, HEADING, header:ignore, 0, 0, 0
124, mvs:nature/jungle_palm_tree, HEADING, header:ignore, 0, 0, 0
125, repurposed_structures:pyramid_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
126, repurposed_structures:monument_nether, HEADING, header:ignore, 0, 0, 0
127, repurposed_structures:monument_nether, MONSTER, minecraft:magma_cube, 20, 1, 3
128, repurposed_structures:monument_nether, MONSTER, minecraft:wither_skeleton, 10, 1, 3
129, repurposed_structures:monument_nether, MONSTER, minecraft:ghast, 5, 1, 1
130, explorify:guide_post_warm, HEADING, header:ignore, 0, 0, 0
131, terralith:fortified_village, HEADING, header:ignore, 0, 0, 0
132, repurposed_structures:mansion_taiga, HEADING, header:ignore, 0, 0, 0
133, mvs:dead_tree/spruce, HEADING, header:ignore, 0, 0, 0
134, repurposed_structures:shipwreck_nether_bricks, HEADING, header:ignore, 0, 0, 0
135, repurposed_structures:shipwreck_nether_bricks, MONSTER, minecraft:wither_skeleton, 10, 1, 1
136, repurposed_structures:witch_hut_dark_forest, HEADING, header:ignore, 0, 0, 0
137, repurposed_structures:witch_hut_dark_forest, MONSTER, minecraft:witch, 5, 1, 1
138, repurposed_structures:witch_hut_dark_forest, CREATURE, minecraft:cat, 5, 1, 1
139, repurposed_structures:ruins_nether, HEADING, header:ignore, 0, 0, 0
140, subterrestrial:mesa_cabin, HEADING, header:ignore, 0, 0, 0
141, repurposed_structures:outpost_desert, HEADING, header:ignore, 0, 0, 0
142, repurposed_structures:outpost_desert, MONSTER, minecraft:pillager, 10, 1, 1
143, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
144, minecraft:swamp_hut, MONSTER, minecraft:witch, 5, 1, 1
145, minecraft:swamp_hut, CREATURE, minecraft:cat, 5, 1, 1
146, repurposed_structures:outpost_birch, HEADING, header:ignore, 0, 0, 0
147, repurposed_structures:outpost_birch, MONSTER, minecraft:pillager, 10, 1, 1
148, repurposed_structures:village_birch, HEADING, header:ignore, 0, 0, 0
149, repurposed_structures:witch_hut_oak, HEADING, header:ignore, 0, 0, 0
150, repurposed_structures:witch_hut_oak, MONSTER, minecraft:witch, 5, 1, 1
151, repurposed_structures:witch_hut_oak, CREATURE, minecraft:cat, 5, 1, 1
152, repurposed_structures:shipwreck_end, HEADING, header:ignore, 0, 0, 0
153, terralith:spire, HEADING, header:ignore, 0, 0, 0
154, repurposed_structures:village_bamboo, HEADING, header:ignore, 0, 0, 0
155, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
156, mvs:log_pile/spruce_log_pile, HEADING, header:ignore, 0, 0, 0
157, minecraft:bastion_remnant, HEADING, header:ignore, 0, 0, 0
158, mvs:ruins/ruined_beacon, HEADING, header:ignore, 0, 0, 0
159, mes:astral_meteorite, HEADING, header:ignore, 0, 0, 0
160, terralith:underground/old_refinery, HEADING, header:ignore, 0, 0, 0
161, mvs:houses/deepslate_house, HEADING, header:ignore, 0, 0, 0
162, mvs:stone_fountain, HEADING, header:ignore, 0, 0, 0
163, mvs:ruins/stone_pillars, HEADING, header:ignore, 0, 0, 0
164, repurposed_structures:mineshaft_taiga, HEADING, header:ignore, 0, 0, 0
165, mvs:houses/small_igloo, HEADING, header:ignore, 0, 0, 0
166, mvs:dead_tree/jungle, HEADING, header:ignore, 0, 0, 0
167, repurposed_structures:mineshaft_desert, HEADING, header:ignore, 0, 0, 0
168, mvs:well/wells/nether_well, HEADING, header:ignore, 0, 0, 0
169, repurposed_structures:pyramid_mushroom, HEADING, header:ignore, 0, 0, 0
170, mvs:out_house, HEADING, header:ignore, 0, 0, 0
171, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
172, minecraft:monument, HEADING, header:ignore, 0, 0, 0
173, minecraft:monument, MONSTER, minecraft:guardian, 5, 2, 4
174, mes:endscraps, HEADING, header:ignore, 0, 0, 0
175, mvs:other_decoration/campsite, HEADING, header:ignore, 0, 0, 0
176, terralith:desert_outpost, HEADING, header:ignore, 0, 0, 0
177, terralith:desert_outpost, MONSTER, minecraft:pillager, 5, 1, 1
178, repurposed_structures:mineshaft_birch, HEADING, header:ignore, 0, 0, 0
179, mvs:cathedral, HEADING, header:ignore, 0, 0, 0
180, mvs:cathedral, MONSTER, minecraft:skeleton, 5, 1, 2
181, mvs:cathedral, MONSTER, minecraft:zombie, 20, 2, 5
182, subterrestrial:desert_cabin, HEADING, header:ignore, 0, 0, 0
183, mvs:dead_tree/dark_oak, HEADING, header:ignore, 0, 0, 0
184, repurposed_structures:outpost_warped, HEADING, header:ignore, 0, 0, 0
185, repurposed_structures:outpost_warped, MONSTER, minecraft:piglin, 10, 1, 1
186, terralith:igloo, HEADING, header:ignore, 0, 0, 0
187, mvs:carts/medium_bamboo_cart, HEADING, header:ignore, 0, 0, 0
188, repurposed_structures:outpost_oak, HEADING, header:ignore, 0, 0, 0
189, repurposed_structures:outpost_oak, MONSTER, minecraft:pillager, 10, 1, 1
190, terralith:mage_tower_summer, HEADING, header:ignore, 0, 0, 0
191, repurposed_structures:village_dark_forest, HEADING, header:ignore, 0, 0, 0
192, repurposed_structures:pyramid_flower_forest, HEADING, header:ignore, 0, 0, 0
193, ae2:meteorite, HEADING, header:ignore, 0, 0, 0
194, terralith:underground/mining_outpost, HEADING, header:ignore, 0, 0, 0
195, repurposed_structures:mansion_birch, HEADING, header:ignore, 0, 0, 0
196, terralith:rubble_mesa, HEADING, header:ignore, 0, 0, 0
197, terralith:witch_hut, HEADING, header:ignore, 0, 0, 0
198, terralith:witch_hut, MONSTER, minecraft:witch, 5, 1, 2
199, terralith:witch_hut, CREATURE, minecraft:cat, 5, 1, 1
200, explorify:watchtower_savanna, HEADING, header:ignore, 0, 0, 0
201, repurposed_structures:outpost_nether_brick, HEADING, header:ignore, 0, 0, 0
202, repurposed_structures:outpost_nether_brick, MONSTER, minecraft:piglin, 10, 1, 1
203, repurposed_structures:ruins_land_cold, HEADING, header:ignore, 0, 0, 0
204, mvs:shed, HEADING, header:ignore, 0, 0, 0
205, mvs:lantern/small_spruce_lantern, HEADING, header:ignore, 0, 0, 0
206, subterrestrial:deepslate_cabin, HEADING, header:ignore, 0, 0, 0
207, repurposed_structures:outpost_taiga, HEADING, header:ignore, 0, 0, 0
208, repurposed_structures:outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 1
209, mes:ender_spire, HEADING, header:ignore, 0, 0, 0
210, repurposed_structures:temple_nether_warped, HEADING, header:ignore, 0, 0, 0
211, mes:phantom_citadel, HEADING, header:ignore, 0, 0, 0
212, mes:starlight_voyager, HEADING, header:ignore, 0, 0, 0
213, repurposed_structures:city_nether, HEADING, header:ignore, 0, 0, 0
214, repurposed_structures:city_nether, MONSTER, minecraft:wither_skeleton, 10, 2, 3
215, repurposed_structures:city_nether, MONSTER, minecraft:blaze, 80, 1, 4
216, repurposed_structures:witch_hut_giant_tree_taiga, HEADING, header:ignore, 0, 0, 0
217, repurposed_structures:witch_hut_giant_tree_taiga, MONSTER, minecraft:witch, 5, 1, 1
218, repurposed_structures:witch_hut_giant_tree_taiga, CREATURE, minecraft:cat, 5, 1, 1
219, mvs:lantern/small_cherry_lantern, HEADING, header:ignore, 0, 0, 0
220, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
221, repurposed_structures:mansion_jungle, HEADING, header:ignore, 0, 0, 0
222, repurposed_structures:ruins_land_hot, HEADING, header:ignore, 0, 0, 0
223, repurposed_structures:monument_icy, HEADING, header:ignore, 0, 0, 0
224, repurposed_structures:monument_icy, MONSTER, minecraft:stray, 40, 1, 3
225, repurposed_structures:monument_icy, MONSTER, minecraft:vex, 5, 1, 2
226, mes:ruined_pillar, HEADING, header:ignore, 0, 0, 0
227, mvs:lantern/small_oak_lantern, HEADING, header:ignore, 0, 0, 0
228, mvs:well/wells/birch_well, HEADING, header:ignore, 0, 0, 0
229, repurposed_structures:ancient_city_ocean, HEADING, header:ignore, 0, 0, 0
230, repurposed_structures:ancient_city_ocean, MONSTER, minecraft:drowned, 10, 2, 5
231, mvs:well/wells/end_well, HEADING, header:ignore, 0, 0, 0
232, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
233, repurposed_structures:pyramid_icy, HEADING, header:ignore, 0, 0, 0
234, terralith:fortified_desert_village, HEADING, header:ignore, 0, 0, 0
235, repurposed_structures:mansion_desert, HEADING, header:ignore, 0, 0, 0
236, minecraft:buried_treasure, HEADING, header:ignore, 0, 0, 0
237, repurposed_structures:village_cherry, HEADING, header:ignore, 0, 0, 0
238, repurposed_structures:pyramid_end, HEADING, header:ignore, 0, 0, 0
239, minecraft:fortress, HEADING, header:ignore, 0, 0, 0
240, minecraft:fortress, MONSTER, minecraft:blaze, 10, 2, 3
241, minecraft:fortress, MONSTER, minecraft:zombified_piglin, 5, 4, 4
242, minecraft:fortress, MONSTER, minecraft:wither_skeleton, 8, 5, 5
243, minecraft:fortress, MONSTER, minecraft:skeleton, 20, 5, 5
244, minecraft:fortress, MONSTER, minecraft:magma_cube, 30, 4, 4
245, repurposed_structures:ancient_city_nether, HEADING, header:ignore, 0, 0, 0
246, repurposed_structures:ancient_city_nether, MONSTER, minecraft:ghast, 10, 6, 10
247, repurposed_structures:ancient_city_nether, MONSTER, minecraft:wither_skeleton, 5, 1, 3
248, minecraft:mineshaft_mesa, HEADING, header:ignore, 0, 0, 0
249, mvs:other_decoration/mine_with_campsite, HEADING, header:ignore, 0, 0, 0
250, mvs:lantern/small_acacia_lantern, HEADING, header:ignore, 0, 0, 0
251, mvs:nature/cherry_tree, HEADING, header:ignore, 0, 0, 0
252, mvs:dead_tree/oak, HEADING, header:ignore, 0, 0, 0
253, explorify:watchtower_taiga, HEADING, header:ignore, 0, 0, 0
254, mvs:houses/flower_hole, HEADING, header:ignore, 0, 0, 0
255, repurposed_structures:mineshaft_nether, HEADING, header:ignore, 0, 0, 0
256, mvs:stall/orange_stall, HEADING, header:ignore, 0, 0, 0
257, terralith:mage_tower_autumn, HEADING, header:ignore, 0, 0, 0
258, repurposed_structures:mineshaft_icy, HEADING, header:ignore, 0, 0, 0
259, mvs:other_decoration/crimson_enchanting_table, HEADING, header:ignore, 0, 0, 0
260, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
261, repurposed_structures:temple_taiga, HEADING, header:ignore, 0, 0, 0
262, mvs:other_decoration/horse_campsite, HEADING, header:ignore, 0, 0, 0
263, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
264, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 5, 1, 1
265, repurposed_structures:outpost_crimson, HEADING, header:ignore, 0, 0, 0
266, repurposed_structures:outpost_crimson, MONSTER, minecraft:piglin, 10, 1, 1
267, mvs:other_decoration/nether_devil, HEADING, header:ignore, 0, 0, 0
268, terralith:valley_lodge, HEADING, header:ignore, 0, 0, 0
269, mvs:nature/dark_oak_tree, HEADING, header:ignore, 0, 0, 0
270, mvs:other_decoration/end_scraps/end_scraps_4, HEADING, header:ignore, 0, 0, 0
271, repurposed_structures:mineshaft_warped, HEADING, header:ignore, 0, 0, 0
272, mvs:other_decoration/end_scraps/end_scraps_1, HEADING, header:ignore, 0, 0, 0
273, repurposed_structures:mineshaft_dark_forest, HEADING, header:ignore, 0, 0, 0
274, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
275, mvs:small_ship, HEADING, header:ignore, 0, 0, 0
276, repurposed_structures:pyramid_jungle, HEADING, header:ignore, 0, 0, 0
277, mvs:other_decoration/wooden_wheat_farm, HEADING, header:ignore, 0, 0, 0
278, mes:enderbloom_grove, HEADING, header:ignore, 0, 0, 0
279, mvs:houses/warped_house, HEADING, header:ignore, 0, 0, 0
280, repurposed_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
281, mes:enderskog, HEADING, header:ignore, 0, 0, 0
282, explorify:mausoleum, HEADING, header:ignore, 0, 0, 0
283, mvs:other_decoration/villager_statue, HEADING, header:ignore, 0, 0, 0
284, terralith:underground_cabin, HEADING, header:ignore, 0, 0, 0
285, terralith:underground/giant_bee_hive, HEADING, header:ignore, 0, 0, 0
286, mvs:nature/small_oak_pond, HEADING, header:ignore, 0, 0, 0
287, mvs:lantern/small_mangrove_lantern, HEADING, header:ignore, 0, 0, 0
288, terralith:mage_tower_spring, HEADING, header:ignore, 0, 0, 0
289, mvs:well/rare_well, HEADING, header:ignore, 0, 0, 0
290, repurposed_structures:stronghold_end, HEADING, header:ignore, 0, 0, 0
291, repurposed_structures:stronghold_end, MONSTER, minecraft:endermite, 80, 2, 4
292, repurposed_structures:witch_hut_birch, HEADING, header:ignore, 0, 0, 0
293, repurposed_structures:witch_hut_birch, MONSTER, minecraft:witch, 5, 1, 1
294, repurposed_structures:witch_hut_birch, CREATURE, minecraft:cat, 5, 1, 1
295, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
296, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
297, terralith:underground/frosted_dungeon, HEADING, header:ignore, 0, 0, 0
298, mvs:stall/pink_stall, HEADING, header:ignore, 0, 0, 0
299, mvs:log_pile/jungle_log_pile, HEADING, header:ignore, 0, 0, 0
300, terralith:rubble_jungle, HEADING, header:ignore, 0, 0, 0
301, mvs:well/wells/rocky_well, HEADING, header:ignore, 0, 0, 0
302, mvs:carts/large_cart_2, HEADING, header:ignore, 0, 0, 0
303, subterrestrial:taiga_cabin, HEADING, header:ignore, 0, 0, 0
304, mvs:lantern/small_dark_oak_lantern, HEADING, header:ignore, 0, 0, 0
305, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
306, repurposed_structures:pyramid_ocean, HEADING, header:ignore, 0, 0, 0
307, mvs:lantern/small_bamboo_lantern, HEADING, header:ignore, 0, 0, 0
308, mes:enderkeep_courtyard, HEADING, header:ignore, 0, 0, 0
309, explorify:black_spiral, HEADING, header:ignore, 0, 0, 0
310, repurposed_structures:outpost_badlands, HEADING, header:ignore, 0, 0, 0
311, repurposed_structures:outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 1
312, repurposed_structures:pyramid_nether, HEADING, header:ignore, 0, 0, 0
313, mvs:gallows, HEADING, header:ignore, 0, 0, 0
314, repurposed_structures:temple_nether_wasteland, HEADING, header:ignore, 0, 0, 0
315, mvs:lantern/small_jungle_lantern, HEADING, header:ignore, 0, 0, 0
316, terralith:rubble_taiga, HEADING, header:ignore, 0, 0, 0
317, subterrestrial:jungle_cabin, HEADING, header:ignore, 0, 0, 0
318, repurposed_structures:temple_nether_basalt, HEADING, header:ignore, 0, 0, 0
319, mvs:log_pile/birch_log_pile, HEADING, header:ignore, 0, 0, 0
320, mvs:carts/large_cart_1, HEADING, header:ignore, 0, 0, 0
321, repurposed_structures:village_mushroom, HEADING, header:ignore, 0, 0, 0
322, mvs:other_decoration/snowy_fossil, HEADING, header:ignore, 0, 0, 0
323, mvs:lantern/small_birch_lantern, HEADING, header:ignore, 0, 0, 0
324, mvs:houses/barn, HEADING, header:ignore, 0, 0, 0
325, mvs:nature/spruce_tree, HEADING, header:ignore, 0, 0, 0
326, mes:manuscript_shrine, HEADING, header:ignore, 0, 0, 0
327, terralith:mage_tower_winter, HEADING, header:ignore, 0, 0, 0
328, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
329, mvs:other_decoration/windmill, HEADING, header:ignore, 0, 0, 0
330, mvs:houses/large_warped_tower, HEADING, header:ignore, 0, 0, 0
331, repurposed_structures:mineshaft_ocean, HEADING, header:ignore, 0, 0, 0
332, terralith:underground/sunken_tower, HEADING, header:ignore, 0, 0, 0
333, minecraft:igloo, HEADING, header:ignore, 0, 0, 0
334, terralith:rubble_mountain, HEADING, header:ignore, 0, 0, 0
335, mvs:houses/medium_igloo_2, HEADING, header:ignore, 0, 0, 0
336, mvs:log_pile/dark_oak_log_pile, HEADING, header:ignore, 0, 0, 0
337, subterrestrial:ice_cabin, HEADING, header:ignore, 0, 0, 0
338, mvs:houses/large_floating_island, HEADING, header:ignore, 0, 0, 0
339, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
340, repurposed_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
341, mvs:small_pillager_tower, HEADING, header:ignore, 0, 0, 0
342, repurposed_structures:ruins_land_warm, HEADING, header:ignore, 0, 0, 0
343, mvs:nature/oak_tree, HEADING, header:ignore, 0, 0, 0
344, minecraft:jungle_pyramid, HEADING, header:ignore, 0, 0, 0
345, repurposed_structures:mansion_oak, HEADING, header:ignore, 0, 0, 0
346, mvs:dead_tree/acacia, HEADING, header:ignore, 0, 0, 0
347, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
348, minecraft:mineshaft, HEADING, header:ignore, 0, 0, 0
349, repurposed_structures:mansion_snowy, HEADING, header:ignore, 0, 0, 0
350, repurposed_structures:outpost_mangrove, HEADING, header:ignore, 0, 0, 0
351, repurposed_structures:outpost_mangrove, MONSTER, minecraft:pillager, 10, 1, 1
352, mvs:houses/small_swamp_house, HEADING, header:ignore, 0, 0, 0
353, mvs:ruins/small_ruin, HEADING, header:ignore, 0, 0, 0
354, mvs:houses/medium_igloo_1, HEADING, header:ignore, 0, 0, 0
355, repurposed_structures:shipwreck_crimson, HEADING, header:ignore, 0, 0, 0
356, repurposed_structures:shipwreck_crimson, MONSTER, minecraft:wither_skeleton, 10, 1, 1
357, repurposed_structures:shipwreck_warped, HEADING, header:ignore, 0, 0, 0
358, repurposed_structures:shipwreck_warped, MONSTER, minecraft:wither_skeleton, 10, 1, 1
359, mvs:well/wells/mushroom_well, HEADING, header:ignore, 0, 0, 0
360, repurposed_structures:mineshaft_savanna, HEADING, header:ignore, 0, 0, 0
361, repurposed_structures:igloo_mangrove, HEADING, header:ignore, 0, 0, 0
362, mes:placid_prairie, HEADING, header:ignore, 0, 0, 0
363, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
364, mvs:other_decoration/bee_dome, HEADING, header:ignore, 0, 0, 0
365, repurposed_structures:mineshaft_end, HEADING, header:ignore, 0, 0, 0
366, repurposed_structures:mineshaft_end, MONSTER, minecraft:endermite, 10, 2, 5
367, repurposed_structures:mineshaft_end, MONSTER, minecraft:enderman, 5, 1, 3
368, mvs:jungle_tower, HEADING, header:ignore, 0, 0, 0
369, mvs:houses/desert_house, HEADING, header:ignore, 0, 0, 0
370, minecraft:mansion, HEADING, header:ignore, 0, 0, 0
371, repurposed_structures:igloo_mushroom, HEADING, header:ignore, 0, 0, 0
372, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
373, repurposed_structures:fortress_jungle, HEADING, header:ignore, 0, 0, 0
